Column 1,Column 2,Column 3,Column 4,Column 5
X,CH 1,CH 2,Start,Increment
µs, V, V,-3.000000e-03,5.000000e-06
-7161.874252,-4.60,4.80,,
-7159.874008,-4.60,5.00,,
-7157.873764,-4.60,4.80,,
-7155.873520,-4.60,4.80,,
-7153.873276,-4.60,4.80,,
-7151.873031,-4.60,4.80,,
-7149.872787,-4.60,4.80,,
-7147.872543,-4.60,4.80,,
-7145.872299,-4.60,4.80,,
-7143.872055,-4.60,4.80,,
-7141.871811,-4.60,4.80,,
-7139.871566,-4.60,4.80,,
-7137.871322,-4.60,4.80,,
-7135.871078,-4.60,4.80,,
-7133.870834,-4.80,4.80,,
-7131.870590,-4.60,4.80,,
-7129.870346,-4.60,4.80,,
-7127.870101,-4.60,4.80,,
-7125.869857,-4.60,4.80,,
-7123.869613,-4.60,4.80,,
-7121.869369,-4.60,4.80,,
-7119.869125,-4.60,4.80,,
-7117.868880,-4.80,4.80,,
-7115.868636,-4.60,4.80,,
-7113.868392,-4.60,4.80,,
-7111.868148,-4.60,4.80,,
-7109.867904,-4.80,4.80,,
-7107.867660,-4.80,4.80,,
-7105.867415,-4.60,4.80,,
-7103.867171,-4.60,4.80,,
-7101.866927,-4.60,4.80,,
-7099.866683,-4.60,4.80,,
-7097.866439,-4.80,4.80,,
-7095.866195,-4.60,4.80,,
-7093.865950,-4.60,4.80,,
-7091.865706,-4.60,4.80,,
-7089.865462,-4.60,4.80,,
-7087.865218,-4.60,4.80,,
-7085.864974,-4.60,4.80,,
-7083.864730,-4.60,4.80,,
-7081.864485,-4.60,4.80,,
-7079.864241,-4.60,4.80,,
-7077.863997,-4.60,4.80,,
-7075.863753,-4.60,4.80,,
-7073.863509,-4.60,4.80,,
-7071.863265,-4.60,4.80,,
-7069.863020,-4.60,4.80,,
-7067.862776,-4.60,4.80,,
-7065.862532,-4.60,4.80,,
-7063.862288,-4.60,4.80,,
-7061.862044,-4.60,4.80,,
-7059.861800,-4.60,4.80,,
-7057.861555,-4.60,4.80,,
-7055.861311,-4.60,4.80,,
-7053.861067,-4.80,4.80,,
-7051.860823,-4.60,4.80,,
-7049.860579,-4.60,4.80,,
-7047.860335,-4.60,4.80,,
-7045.860090,-4.60,4.80,,
-7043.859846,-4.60,4.60,,
-7041.859602,-4.60,4.80,,
-7039.859358,-4.60,4.80,,
-7037.859114,-4.60,4.80,,
-7035.858869,-4.60,4.60,,
-7033.858625,-4.80,4.80,,
-7031.858381,-4.60,4.80,,
-7029.858137,-4.60,4.60,,
-7027.857893,-4.60,4.60,,
-7025.857649,-4.60,4.80,,
-7023.857404,-4.60,4.60,,
-7021.857160,-4.60,4.60,,
-7019.856916,-4.60,4.60,,
-7017.856672,-4.80,4.60,,
-7015.856428,-4.60,4.80,,
-7013.856184,-4.60,4.60,,
-7011.855939,-4.60,4.60,,
-7009.855695,-4.60,4.80,,
-7007.855451,-4.60,4.80,,
-7005.855207,-4.60,4.80,,
-7003.854963,-4.60,4.80,,
-7001.854719,-4.60,4.60,,
-6999.854474,-4.60,4.80,,
-6997.854230,-4.60,4.80,,
-6995.853986,-4.60,4.60,,
-6993.853742,-4.60,4.80,,
-6991.853498,6.00,-4.20,,
-6989.853254,5.80,-4.20,,
-6987.853009,5.80,-4.20,,
-6985.852765,5.60,-4.20,,
-6983.852521,5.60,-4.20,,
-6981.852277,5.60,-4.20,,
-6979.852033,5.60,-4.20,,
-6977.851789,5.80,-4.20,,
-6975.851544,5.60,-4.20,,
-6973.851300,5.60,-4.00,,
-6971.851056,5.60,-4.20,,
-6969.850812,5.60,-4.20,,
-6967.850568,5.60,-4.20,,
-6965.850324,5.60,-4.20,,
-6963.850079,5.60,-4.20,,
-6961.849835,5.60,-4.00,,
-6959.849591,5.60,-4.20,,
-6957.849347,5.60,-4.20,,
-6955.849103,5.60,-4.20,,
-6953.848859,5.40,-4.00,,
-6951.848614,5.60,-4.00,,
-6949.848370,5.60,-4.20,,
-6947.848126,5.60,-4.20,,
-6945.847882,5.60,-4.20,,
-6943.847638,5.60,-4.20,,
-6941.847393,5.60,-4.20,,
-6939.847149,5.60,-4.40,,
-6937.846905,5.60,-4.20,,
-6935.846661,5.60,-4.20,,
-6933.846417,5.60,-4.20,,
-6931.846173,5.60,-4.00,,
-6929.845928,5.60,-4.20,,
-6927.845684,5.60,-4.40,,
-6925.845440,5.60,-4.20,,
-6923.845196,5.60,-4.20,,
-6921.844952,5.80,-4.20,,
-6919.844708,5.60,-4.20,,
-6917.844463,5.60,-4.20,,
-6915.844219,5.60,-4.20,,
-6913.843975,5.60,-4.20,,
-6911.843731,5.60,-4.20,,
-6909.843487,5.60,-4.20,,
-6907.843243,5.60,-4.00,,
-6905.842998,5.60,-4.20,,
-6903.842754,5.60,-4.20,,
-6901.842510,5.60,-4.20,,
-6899.842266,5.60,-4.20,,
-6897.842022,5.60,-4.20,,
-6895.841778,5.40,-4.20,,
-6893.841533,5.60,-4.20,,
-6891.841289,5.60,-4.20,,
-6889.841045,5.60,-4.20,,
-6887.840801,5.60,-4.20,,
-6885.840557,5.60,-4.20,,
-6883.840313,5.60,-4.20,,
-6881.840068,5.60,-4.20,,
-6879.839824,5.60,-4.20,,
-6877.839580,5.60,-4.20,,
-6875.839336,5.60,-4.20,,
-6873.839092,5.60,-4.20,,
-6871.838848,5.60,-4.20,,
-6869.838603,5.60,-4.20,,
-6867.838359,5.60,-4.20,,
-6865.838115,5.60,-4.20,,
-6863.837871,5.60,-4.20,,
-6861.837627,5.60,-4.20,,
-6859.837382,5.60,-4.20,,
-6857.837138,5.60,-4.20,,
-6855.836894,5.60,-4.20,,
-6853.836650,5.60,-4.20,,
-6851.836406,5.60,-4.20,,
-6849.836162,5.60,-4.20,,
-6847.835917,5.60,-4.20,,
-6845.835673,5.60,-4.20,,
-6843.835429,5.60,-4.20,,
-6841.835185,5.60,-4.20,,
-6839.834941,5.60,-4.20,,
-6837.834697,5.60,-4.20,,
-6835.834452,5.60,-4.20,,
-6833.834208,5.40,-4.20,,
-6831.833964,5.60,-4.00,,
-6829.833720,5.60,-4.20,,
-6827.833476,5.60,-4.20,,
-6825.833232,5.60,-4.20,,
-6823.832987,5.60,-4.20,,
-6821.832743,5.60,-4.20,,
-6819.832499,5.60,-4.20,,
-6817.832255,5.60,-4.20,,
-6815.832011,5.60,-4.20,,
-6813.831767,5.60,-4.20,,
-6811.831522,5.60,-4.00,,
-6809.831278,5.60,-4.20,,
-6807.831034,5.60,-4.20,,
-6805.830790,5.60,-4.20,,
-6803.830546,5.60,-4.20,,
-6801.830302,5.60,-4.20,,
-6799.830057,5.60,-4.00,,
-6797.829813,5.60,-4.00,,
-6795.829569,5.60,-4.00,,
-6793.829325,5.60,-4.00,,
-6791.829081,5.60,-4.20,,
-6789.828837,5.60,-4.20,,
-6787.828592,5.60,-4.20,,
-6785.828348,5.60,-4.20,,
-6783.828104,5.60,-4.00,,
-6781.827860,5.60,-4.20,,
-6779.827616,5.60,-4.20,,
-6777.827372,5.60,-4.20,,
-6775.827127,5.60,-4.20,,
-6773.826883,5.60,-4.40,,
-6771.826639,5.60,-4.00,,
-6769.826395,5.60,-4.40,,
-6767.826151,5.60,-4.00,,
-6765.825906,5.60,-4.20,,
-6763.825662,5.80,-4.20,,
-6761.825418,5.60,-4.20,,
-6759.825174,5.60,-4.20,,
-6757.824930,5.60,-4.20,,
-6755.824686,5.60,-4.20,,
-6753.824441,5.60,-4.20,,
-6751.824197,5.60,-4.00,,
-6749.823953,5.60,-4.00,,
-6747.823709,5.80,-4.20,,
-6745.823465,5.60,-4.20,,
-6743.823221,5.60,-4.20,,
-6741.822976,5.60,-4.20,,
-6739.822732,5.60,-4.20,,
-6737.822488,5.60,-4.20,,
-6735.822244,5.60,-4.20,,
-6733.822000,5.60,-4.20,,
-6731.821756,5.60,-4.00,,
-6729.821511,5.60,-4.20,,
-6727.821267,5.60,-4.20,,
-6725.821023,5.60,-4.20,,
-6723.820779,5.60,-4.20,,
-6721.820535,5.60,-4.20,,
-6719.820291,5.80,-4.20,,
-6717.820046,5.60,-4.20,,
-6715.819802,5.60,-4.00,,
-6713.819558,5.60,-4.20,,
-6711.819314,5.60,-4.20,,
-6709.819070,5.60,-4.20,,
-6707.818826,5.60,-4.00,,
-6705.818581,5.60,-4.20,,
-6703.818337,5.60,-4.20,,
-6701.818093,5.60,-4.20,,
-6699.817849,5.60,-4.20,,
-6697.817605,5.60,-4.20,,
-6695.817361,5.60,-4.20,,
-6693.817116,5.60,-4.00,,
-6691.816872,5.60,-4.20,,
-6689.816628,5.60,-4.00,,
-6687.816384,5.60,-4.20,,
-6685.816140,5.60,-4.20,,
-6683.815895,5.60,-4.20,,
-6681.815651,5.60,-4.20,,
-6679.815407,5.60,-4.00,,
-6677.815163,5.60,-4.20,,
-6675.814919,5.60,-4.20,,
